# ----------------------------------------
# All Mobile App Data
# Top Events
# 20170620-20170710
# ----------------------------------------

Event Label,Customer User Id,Total Events,Unique Events,Event Value,Avg. Value
Baahubali director SS Rajamouli regrets talking about Sridevi: Its a mistake,6097399,5,5,0,0.00
Baahubali is set to bring more focus and integration in Indias movie business,7057929,5,5,0,0.00
Baahubali is set to bring more focus and integration in Indias movie business,851284,5,5,0,0.00
"Balloon teaser: Jai, Anjalis film promises a gut-wrenching horror thriller. Watch video",3054298,5,5,0,0.00
"Balloon teaser: Jai, Anjalis film promises a gut-wrenching horror thriller. Watch video",3269178,5,5,0,0.00
"Balloon teaser: Jai, Anjalis film promises a gut-wrenching horror thriller. Watch video",4085998,5,5,0,0.00
"Before Padmavati, Deepika Padukone turns royal and rules like a queen in this photoshoot. See photos",3620168,5,5,0,0.00
Ben Afflecks The Accountant is getting a sequel,5735199,5,5,0,0.00
Beyonce wins big at BET Awards,3850832,5,5,0,0.00
Beyonce wins big at BET Awards,7052941,5,5,0,0.00
"Bigg Boss Tamil episode 5: Snehan, Oviya engage in verbal duel, Shree leaves the show",1439716,5,5,0,0.00
Bigg Boss Telugu: Tejaswi Madivada is not a part of Jr NTRs TV show,1992076,5,5,0,0.00
Bigg Boss Telugu: Tejaswi Madivada is not a part of Jr NTRs TV show,6097399,5,5,0,0.00
"Bipasha Basu, Karan Singh Grover turn yogi monkeys on International Yoga Day 2017, see them doing awe-inspiring asanas",544144,5,5,0,0.00
Britney Spears Jerusalem visit left the city in chaos. Here is how,7089699,5,5,0,0.00
"Cant wait to meet Siva, Ajith: Vivek Oberoi",6505177,5,5,0,0.00
"Celina Jaitley flaunts her baby bump in a bikini, says its important to break pregnancy stereotypes. See photo",3032748,5,5,0,0.00
"Celina Jaitley flaunts her baby bump in a bikini, says its important to break pregnancy stereotypes. See photo",6889275,5,5,0,0.00
"Chandan Prabhakar returns to Kapil Sharma with jibes about Australia and their fight, watch video",2378132,5,5,0,0.00
"Chandan Prabhakar returns to Kapil Sharma with jibes about Australia and their fight, watch video",7065125,5,5,0,0.00
Choreographer Vaibhavi Merchant is ecstatic after her sister Shruti ties the knot with TV actor Dhruv Bhandari. See photos,1575390,5,5,0,0.00
Choreographer Vaibhavi Merchant is ecstatic after her sister Shruti ties the knot with TV actor Dhruv Bhandari. See photos,6165423,5,5,0,0.00
Choreographer Vaibhavi Merchant is ecstatic after her sister Shruti ties the knot with TV actor Dhruv Bhandari. See photos,7082023,5,5,0,0.00
Clash with Salman Khans Tubelight doesnt worry Duvvada Jagannadham star Allu Arjun,7035511,5,5,0,0.00
Comedian Vir Das: Any recognition sets a certain kind of expectation and motivates you,5021967,5,5,0,0.00
Cricketer Harbhajan Singh turns singer for a single composed by Mithoon,7093261,5,5,0,0.00
Cricketer Harbhajan Singh turns singer for a single composed by Mithoon,7105895,5,5,0,0.00
D. Venkatesh to play a comic cameo in Pawan Kalyans next film,1729810,5,5,0,0.00
Dance Plus 3 mentor Shakti Mohan wants to choreograph a song in Sanjay Leela Bhansalis movie,7053509,5,5,0,0.00
"Dangal box office: Aamir Khan is fourth biggest worldwide hit for Disney, to enter Rs 2000-cr club this weekend",6411393,5,5,0,0.00
"Dear Kareena Kapoor Khan, Taimur Ali Khan is more Pataudi than Kapoor and these pictures are proof",544144,5,5,0,0.00
Dhanush avoids commenting on Rajinikanth joining politics: Do you have an opinion on why he shouldnt?,6505177,5,5,0,0.00
Dhanush avoids commenting on Rajinikanth joining politics: Do you have an opinion on why he shouldnt?,7028929,5,5,0,0.00
Did Shah Rukh Khan just confirm Salman Khans cameo in Aanand L Rai film?,7061761,5,5,0,0.00
Difficult to believe that Sanjay Dutt lived this life: Vicky Kaushal on working in his biopic,6709057,5,5,0,0.00
Difficult to believe that Sanjay Dutt lived this life: Vicky Kaushal on working in his biopic,851284,5,5,0,0.00
Dilip Kumar tweets to confirm he is fine after death rumours,3032748,5,5,0,0.00
Dilip Kumar tweets to confirm he is fine after death rumours,3205926,5,5,0,0.00
"Disha Patani goes bold in her new photoshoot, these photos will set the screen afire",271990,5,5,0,0.00
"Disha Patani goes bold in her new photoshoot, these photos will set the screen afire",3505192,5,5,0,0.00
"Disha Patani goes bold in her new photoshoot, these photos will set the screen afire",3850832,5,5,0,0.00
"Disha Patani goes bold in her new photoshoot, these photos will set the screen afire",544144,5,5,0,0.00
"Disha Patani goes bold in her new photoshoot, these photos will set the screen afire",7069279,5,5,0,0.00
"Disha Patani has the perfect rhythm as she dances to Beyonces number, watch video",1763966,5,5,0,0.00
"Disha Patani injures her foot but the way Tiger Shroff is by her side, shes sure to be dancing soon. See photos",7082585,5,5,0,0.00
"Disha Patani on working with Tiger Shroff in Baaghi 2: We are very competitive, yet very comfortable with each other",7024123,5,5,0,0.00
"Disha Patani resembles Penelope Cruz: 5 times Disha reminded us of the Hollywood star, see photos",1439716,5,5,0,0.00
"Disha Patani resembles Penelope Cruz: 5 times Disha reminded us of the Hollywood star, see photos",1575390,5,5,0,0.00
"Disha Patani resembles Penelope Cruz: 5 times Disha reminded us of the Hollywood star, see photos",2587492,5,5,0,0.00
"Disha Patani resembles Penelope Cruz: 5 times Disha reminded us of the Hollywood star, see photos",7055781,5,5,0,0.00
Disha Patanis leg injury isnt stopping her as she continues to sizzle in this photoshoot. See photo,2321454,5,5,0,0.00
Disha Patanis leg injury isnt stopping her as she continues to sizzle in this photoshoot. See photo,7009351,5,5,0,0.00
Dripping with action: How rain played an important role in Bollywood films,5421731,5,5,0,0.00
Duvvada Jagannadham or DJ box office collections Day 1: Allu Arjun film gets a grand opening in USA and Canada,2320072,5,5,0,0.00
Duvvada Jagannadham or DJ box office collections Day 1: Allu Arjun film gets a grand opening in USA and Canada,2577320,5,5,0,0.00
Duvvada Jagannadham or DJ box office collections Day 1: Allu Arjun film gets a grand opening in USA and Canada,5790971,5,5,0,0.00
Duvvada Jagannadham or DJ box office collections Day 1: Allu Arjun film gets a grand opening in USA and Canada,6658191,5,5,0,0.00
Duvvada Jagannadham or DJ box office collections Day 1: Allu Arjun film gets a grand opening in USA and Canada,7028929,5,5,0,0.00
Duvvada Jagannadham or DJ box office collections Day 2: Allu Arjun film collects more money than Salman Khans Tubelight,3456276,5,5,0,0.00
Duvvada Jagannadham or DJ box office: Allu Arjun film collects Rs 102 crore in first week,7057493,5,5,0,0.00
"Duvvada Jagannadham or DJ box office: Allu Arjun film earns Rs 82 crore in five days, despite piracy",4726303,5,5,0,0.00
Duvvada Jagannadham or DJ box office: Allu Arjun film races to Rs 100 crore club,6597567,5,5,0,0.00
Duvvada Jagannadham or DJ: Five reasons why this Allu Arjun film is a must watch,5867261,5,5,0,0.00
Duvvada Jagannadham or DJ: Five reasons why this Allu Arjun film is a must watch,6597567,5,5,0,0.00
Duvvada Jagannadham or DJ: Five reasons why this Allu Arjun film is a must watch,7022177,5,5,0,0.00
Duvvada Jagannadham or DJ: Five reasons why this Allu Arjun film is a must watch,7035759,5,5,0,0.00
Duvvada Jagannadham or DJ: Five reasons why this Allu Arjun film is a must watch,7036695,5,5,0,0.00
"Duvvada Jagannadham Seeti Maar song trailer: Allu Arjun, Pooja Hegde set dance floor on fire, watch video",7027373,5,5,0,0.00
Duvvada Jagannadham star Allu Arjun found it challenging to play a Brahmin cook in the film,7006567,5,5,0,0.00
Dwayne Johnson on Academy invite: I was told it couldnt be done which forced me to create my own path and pioneer,7082585,5,5,0,0.00
"E The Movie teaser: Gautami Tadimallas comeback film in Malayalam is a supernatural thriller, watch video",7014183,5,5,0,0.00
"Eid Mubarak: From Amitabh Bachchan to Shahid Kapoor, Bollywoods warmest Eid wishes for you",7028929,5,5,0,0.00
"Ekta Kapoor on why nobody questions TV, ideas that didn't work and her dream to see Ranveer Singh on small screen",7055903,5,5,0,0.00
Emma Stone reveals her male co-stars took pay cuts for her,7104503,5,5,0,0.00
"Esha Deols pregnancy cravings begin, waits for cupcake posing like a boss. See photo",3505192,5,5,0,0.00
"Esha Deols pregnancy cravings begin, waits for cupcake posing like a boss. See photo",727564,5,5,0,0.00
"Ex-couple Hrithik Roshan and Sussanne Khan take sons on a vacation and continue to give us family goals, see photos",3139626,5,5,0,0.00
"Ex-couple Hrithik Roshan and Sussanne Khan take sons on a vacation and continue to give us family goals, see photos",7080151,5,5,0,0.00
"Ex-couple Hrithik Roshan and Sussanne Khan take sons on a vacation and continue to give us family goals, see photos",7083949,5,5,0,0.00
"Ex-couple Hrithik Roshan and Sussanne Khan take sons on a vacation and continue to give us family goals, see photos",7087561,5,5,0,0.00
Fantastic Beasts and Where to Find Them 2 begins shoot,7086613,5,5,0,0.00
Game of Thrones actor Emilia Clarke: Being a woman in Hollywood is like dealing with racism,697094,5,5,0,0.00
Game of Thrones actor Sean Bean marries Ashley Moore,297182,5,5,0,0.00
"Game of Thrones Season 7: Euron Greyjoy, the new villain will make Ramsay Bolton look like a little kid",3460442,5,5,0,0.00
Game of Thrones star Kit Harington says Jon Snow is in mortal danger,7030385,5,5,0,0.00
Gandhiji would have liked Partition: 1947: Gurinder Chadha,7081583,5,5,0,0.00
Gauri Khan is thrilled about daughter Suhana turning heads at the party. Heres what she said,7027023,5,5,0,0.00
"Ghulaam actor Niti Taylor becomes agony aunt, addresses teenage issues",1439716,5,5,0,0.00
Goldie Behl says Aarambh was an opportunity to collaborate with Baahubali writer KV Vijayendra Prasad,2705094,5,5,0,0.00
Guest Iin London actor Kartik Aaryan: It is important to have an image in the industry,851284,5,5,0,0.00
Guest Iin London actor Kartik Aaryan: Its wrong to glamourise ones struggle,7082023,5,5,0,0.00
Guest Iin London movie review: Fart jokes and failed gags make it an abysmal watch,7070299,5,5,0,0.00
"Guru Purnima: Amitabh Bachchan, Suniel Shetty to Manu Panjabi, see how stars are celebrating the day",3139626,5,5,0,0.00
Hansika Motwanis look in Gautham Nanda is here. See photo,7012347,5,5,0,0.00
"Happy birthday Alok Nath: Gandhi, Kamagni and other films where he was not so sanskari babu ji. See photos, video",7104219,5,5,0,0.00
"Happy birthday Alok Nath: Gandhi, Kamagni and other films where he was not so sanskari babu ji. See photos, video",7114769,5,5,0,0.00
Happy Birthday Arjun Kapoor: 10 times the Mubarakan star won our hearts with his charm,7028929,5,5,0,0.00
"Happy birthday Bharti Singh: Her first audition to joining The Kapil Sharma Show, heres how Bharti has inspired many. See photos, videos",7086001,5,5,0,0.00
"Happy marriage anniversary Shahid Kapoor, Mira Rajput: Heres why their Jab We Met to Vivah story is no less than a film script. See photos",4540506,5,5,0,0.00
Heres why A R Rahmans IIFA performance in New York will be special,6988339,5,5,0,0.00
Hrithik Roshan reveals how his sons bribe him with food to hide their mischief. See photo,7024123,5,5,0,0.00
Hrudayantar director Vikram Phadnis talks about Hrithik Roshans cameo,1992076,5,5,0,0.00
Hrudayantar director Vikram Phadnis talks about Hrithik Roshans cameo,2485338,5,5,0,0.00
