# ----------------------------------------
# All Mobile App Data
# Top Events
# 20170620-20170710
# ----------------------------------------

Event Label,Customer User Id,Total Events,Unique Events,Event Value,Avg. Value
Anil Kumble steps down as India coach a timeline of events,3201792,5,5,0,0.00
Anil Kumble steps down as India coach a timeline of events,5726103,5,5,0,0.00
Anil Kumble steps down as India coach a timeline of events,7028929,5,5,0,0.00
"Anil Kumble surprised Virat Kohli had reservations with his style, continuing as India coach",7028929,5,5,0,0.00
Anil Kumbles personal decision to step down: Sourav Ganguly,4538488,5,5,0,0.00
Anil Kumbles Pet projects,1085358,5,5,0,0.00
Anil Kumbles Pet projects,3201792,5,5,0,0.00
Anil Kumbles Pet projects,7028929,5,5,0,0.00
Anil Kumbles presentation to CoA: Coach should earn 60 percent of captains earnings,7039565,5,5,0,0.00
"Anil Kumbles successor to be appointed before Sri Lanka tour, confirms Rajeev Shukla",7031309,5,5,0,0.00
Anju Bobby George asks Indian athletes to compete more in global events,7073291,5,5,0,0.00
"Arsenal, Chelsea clash to raise funds for London tower fire victims",886074,5,5,0,0.00
"Arun Jaitley tells BCCI to rethink SC strategy on Lodha panel, stick to few points: Report",302210,5,5,0,0.00
"As a coach, you have to make sure that each guy is in the best possible space: R Sridhar",7054343,5,5,0,0.00
"Asian Athletics Championship 2017: After flop show, a resounding hit for Sudha Singh",6745983,5,5,0,0.00
Asian Athletics Championships 2017 gold-medallists get cash reward of Rs 7.5 lakh each,4849419,5,5,0,0.00
"Asian Athletics Championships 2017: India leads the charts with 15 medals, including six gold",2645148,5,5,0,0.00
"Asian Athletics Championships 2017: India leads the charts with 15 medals, including six gold",2726502,5,5,0,0.00
Asian Athletics Championships: Controversy hits mens 100m final,7031081,5,5,0,0.00
Asian Athletics Championships: Shy boy is the runaway hit,1085358,5,5,0,0.00
"Asian Athletics Championships: We are now training from our pocket and it is hard, says shot put gold medallist Manpreet Kaur",7111589,5,5,0,0.00
"At the fag end, a battle of equals",1962202,5,5,0,0.00
"At the fag end, a battle of equals",1992076,5,5,0,0.00
"At the fag end, a battle of equals",6980223,5,5,0,0.00
"At Tour de France, doping is always part of the story",7070687,5,5,0,0.00
Australia brace for turmoil as pay dispute rages on,5361257,5,5,0,0.00
Australia cricketers take a dig at Waqar Younis after he suggests 30-over Womens World Cup,5867261,5,5,0,0.00
"Australia vs West Indies, ICC Womens World Cup 2017: West Indies captain Stefanie Taylor creates confusion during toss",1001478,5,5,0,0.00
"Australia vs West Indies, ICC Womens World Cup 2017: West Indies captain Stefanie Taylor creates confusion during toss",2252536,5,5,0,0.00
"Australia vs West Indies, ICC Womens World Cup 2017: West Indies captain Stefanie Taylor creates confusion during toss",3679756,5,5,0,0.00
