# ----------------------------------------
# All Mobile App Data
# Top Events
# 20170601-20170618
# ----------------------------------------

Event Label,Customer User Id,Total Events,Unique Events,Event Value,Avg. Value
"CONFIRMED Salman Khan to do Super Night with Tubelight with Sunil Grover, will skip The Kapil Sharma Show. Watch video",1439716,5,5,0,0.00
"CONFIRMED Salman Khan to do Super Night with Tubelight with Sunil Grover, will skip The Kapil Sharma Show. Watch video",6223637,5,5,0,0.00
"CONFIRMED Salman Khan to do Super Night with Tubelight with Sunil Grover, will skip The Kapil Sharma Show. Watch video",6520779,5,5,0,0.00
"Dabangg 3 will not be directed by brother Arbaaz Khan, says Salman Khan",2378132,5,5,0,0.00
"Dabangg 3 will not be directed by brother Arbaaz Khan, says Salman Khan",3870972,5,5,0,0.00
Daddy trailer: Arjun Rampals ruthless act as gangster Arun Gawli might be a game changer. Watch video,6325727,5,5,0,0.00
"Dangal box office: After Baahubali 2, Aamir Khan film surpasses xXx to become all-time fourth-highest grosser in China",2180590,5,5,0,0.00
"Dangal box office: After Baahubali 2, Aamir Khan film surpasses xXx to become all-time fourth-highest grosser in China",527376,5,5,0,0.00
"Dangal box office: After Baahubali 2, Aamir Khan film surpasses xXx to become all-time fourth-highest grosser in China",5594585,5,5,0,0.00
"Dangal box office: After Baahubali 2, Aamir Khan film surpasses xXx to become all-time fourth-highest grosser in China",6946847,5,5,0,0.00
Dangal is now 30th biggest hit worldwide but this is all Aamir Khan will earn from it,271990,5,5,0,0.00
Dangal vs Baahubali 2 box office collection: Here is why SS Rajamoulis film might not make Rs 2000 cr,4726303,5,5,0,0.00
Dangal vs Baahubali 2 box office collection: Here is why SS Rajamoulis film might not make Rs 2000 cr,5594585,5,5,0,0.00
Dangal vs Baahubali 2 box office: Aamir Khan film crosses Rs 1000 cr in China. Is that a wake-up call for Bollywood films?,2378132,5,5,0,0.00
Dangal vs Baahubali 2 box office: Aamir Khan film crosses Rs 1000 cr in China. Is that a wake-up call for Bollywood films?,3460442,5,5,0,0.00
Dangal vs Baahubali 2 box office: Aamir Khan film crosses Rs 1000 cr in China. Is that a wake-up call for Bollywood films?,6934367,5,5,0,0.00
Dangal vs Baahubali 2 box office: Aamir Khan film crosses Rs 1000 cr in China. Is that a wake-up call for Bollywood films?,6935811,5,5,0,0.00
"Dangal vs Baahubali 2 box office: Aamir Khan film going strong in China, SS Rajamouli film slows down in 6th week",2317048,5,5,0,0.00
"Dangal vs Baahubali 2 box office: Aamir Khan film going strong in China, SS Rajamouli film slows down in 6th week",2378132,5,5,0,0.00
